date,cv,professions,regions,industries,vacancy,invitation,response,added
20210820,data-20210820T033057-structure-20161130T143000.xml.gz,data-20210820T021402-structure-20161130T143000.xml.gz,data-20210820T021402-structure-20161130T143000.xml.gz,data-20210820T021402-structure-20161130T143000.xml.gz,data-20210820T194444-structure-20161130T143000.xml.gz,data-20210820T215041-structure-20161130T143000.xml.gz,data-20210820T215041-structure-20161130T143000.xml.gz,False
20210819,data-20210819T035930-structure-20161130T143000.xml.gz,data-20210819T020528-structure-20161130T143000.xml.gz,data-20210819T020528-structure-20161130T143000.xml.gz,data-20210819T020528-structure-20161130T143000.xml.gz,data-20210819T153115-structure-20161130T143000.xml.gz,data-20210819T225257-structure-20161130T143000.xml.gz,data-20210819T225257-structure-20161130T143000.xml.gz,False
20210818,data-20210818T032847-structure-20161130T143000.xml.gz,data-20210818T022657-structure-20161130T143000.xml.gz,data-20210818T022657-structure-20161130T143000.xml.gz,data-20210818T022657-structure-20161130T143000.xml.gz,data-20210818T202614-structure-20161130T143000.xml.gz,,,False
20210817,data-20210817T031739-structure-20161130T143000.xml.gz,data-20210817T022405-structure-20161130T143000.xml.gz,data-20210817T022405-structure-20161130T143000.xml.gz,data-20210817T022405-structure-20161130T143000.xml.gz,data-20210817T162556-structure-20161130T143000.xml.gz,data-20210817T232542-structure-20161130T143000.xml.gz,data-20210817T232542-structure-20161130T143000.xml.gz,False
20210815,data-20210815T195203-structure-20161130T143000.xml.gz,data-20210815T014904-structure-20161130T143000.xml.gz,data-20210815T014904-structure-20161130T143000.xml.gz,data-20210815T014904-structure-20161130T143000.xml.gz,data-20210815T184805-structure-20161130T143000.xml.gz,data-20210815T203545-structure-20161130T143000.xml.gz,data-20210815T203545-structure-20161130T143000.xml.gz,False
20210814,data-20210814T213922-structure-20161130T143000.xml.gz,data-20210814T023335-structure-20161130T143000.xml.gz,data-20210814T023335-structure-20161130T143000.xml.gz,data-20210814T023335-structure-20161130T143000.xml.gz,data-20210814T203511-structure-20161130T143000.xml.gz,data-20210814T200202-structure-20161130T143000.xml.gz,data-20210814T200202-structure-20161130T143000.xml.gz,False
20210812,data-20210812T065030-structure-20161130T143000.xml.gz,data-20210812T022908-structure-20161130T143000.xml.gz,data-20210812T022908-structure-20161130T143000.xml.gz,data-20210812T022908-structure-20161130T143000.xml.gz,data-20210812T114427-structure-20161130T143000.xml.gz,data-20210812T222855-structure-20161130T143000.xml.gz,data-20210812T222855-structure-20161130T143000.xml.gz,False
20210811,data-20210811T071046-structure-20161130T143000.xml.gz,data-20210811T025942-structure-20161130T143000.xml.gz,data-20210811T025942-structure-20161130T143000.xml.gz,data-20210811T025942-structure-20161130T143000.xml.gz,data-20210811T161425-structure-20161130T143000.xml.gz,data-20210811T065305-structure-20161130T143000.xml.gz,data-20210811T065305-structure-20161130T143000.xml.gz,False
20210810,data-20210810T022151-structure-20161130T143000.xml.gz,data-20210810T022746-structure-20161130T143000.xml.gz,data-20210810T022746-structure-20161130T143000.xml.gz,data-20210810T022746-structure-20161130T143000.xml.gz,data-20210810T192220-structure-20161130T143000.xml.gz,,,False
20210808,data-20210808T201807-structure-20161130T143000.xml.gz,data-20210808T014320-structure-20161130T143000.xml.gz,data-20210808T014320-structure-20161130T143000.xml.gz,data-20210808T014320-structure-20161130T143000.xml.gz,data-20210808T171842-structure-20161130T143000.xml.gz,data-20210808T191903-structure-20161130T143000.xml.gz,data-20210808T191903-structure-20161130T143000.xml.gz,False
20210807,data-20210807T233844-structure-20161130T143000.xml.gz,data-20210807T023329-structure-20161130T143000.xml.gz,data-20210807T023329-structure-20161130T143000.xml.gz,data-20210807T023329-structure-20161130T143000.xml.gz,data-20210807T131628-structure-20161130T143000.xml.gz,data-20210807T185202-structure-20161130T143000.xml.gz,data-20210807T185202-structure-20161130T143000.xml.gz,False
20210806,data-20210806T073452-structure-20161130T143000.xml.gz,data-20210806T023922-structure-20161130T143000.xml.gz,data-20210806T023922-structure-20161130T143000.xml.gz,data-20210806T023922-structure-20161130T143000.xml.gz,data-20210806T193811-structure-20161130T143000.xml.gz,data-20210806T214226-structure-20161130T143000.xml.gz,data-20210806T214226-structure-20161130T143000.xml.gz,False
20210805,data-20210805T090944-structure-20161130T143000.xml.gz,data-20210805T032234-structure-20161130T143000.xml.gz,data-20210805T032234-structure-20161130T143000.xml.gz,data-20210805T032234-structure-20161130T143000.xml.gz,data-20210805T232229-structure-20161130T143000.xml.gz,data-20210805T073528-structure-20161130T143000.xml.gz,data-20210805T073528-structure-20161130T143000.xml.gz,False
20210804,data-20210804T052702-structure-20161130T143000.xml.gz,data-20210804T022103-structure-20161130T143000.xml.gz,data-20210804T022103-structure-20161130T143000.xml.gz,data-20210804T022103-structure-20161130T143000.xml.gz,data-20210804T142443-structure-20161130T143000.xml.gz,,,False
20210803,data-20210803T045710-structure-20161130T143000.xml.gz,data-20210803T020301-structure-20161130T143000.xml.gz,data-20210803T020301-structure-20161130T143000.xml.gz,data-20210803T020301-structure-20161130T143000.xml.gz,data-20210803T163314-structure-20161130T143000.xml.gz,data-20210803T231504-structure-20161130T143000.xml.gz,data-20210803T231504-structure-20161130T143000.xml.gz,False
20210801,data-20210801T222144-structure-20161130T143000.xml.gz,data-20210801T020312-structure-20161130T143000.xml.gz,data-20210801T020312-structure-20161130T143000.xml.gz,data-20210801T020312-structure-20161130T143000.xml.gz,data-20210801T221516-structure-20161130T143000.xml.gz,data-20210801T211300-structure-20161130T143000.xml.gz,data-20210801T211300-structure-20161130T143000.xml.gz,False
20210731,data-20210731T233227-structure-20161130T143000.xml.gz,data-20210731T023837-structure-20161130T143000.xml.gz,data-20210731T023837-structure-20161130T143000.xml.gz,data-20210731T023837-structure-20161130T143000.xml.gz,data-20210731T214610-structure-20161130T143000.xml.gz,data-20210731T201953-structure-20161130T143000.xml.gz,data-20210731T201953-structure-20161130T143000.xml.gz,False
20210730,data-20210730T011102-structure-20161130T143000.xml.gz,data-20210730T022051-structure-20161130T143000.xml.gz,data-20210730T022051-structure-20161130T143000.xml.gz,data-20210730T022051-structure-20161130T143000.xml.gz,data-20210730T205540-structure-20161130T143000.xml.gz,data-20210730T214251-structure-20161130T143000.xml.gz,data-20210730T214251-structure-20161130T143000.xml.gz,False
20210729,data-20210729T030127-structure-20161130T143000.xml.gz,data-20210729T021806-structure-20161130T143000.xml.gz,data-20210729T021806-structure-20161130T143000.xml.gz,data-20210729T021806-structure-20161130T143000.xml.gz,data-20210729T162953-structure-20161130T143000.xml.gz,data-20210729T221703-structure-20161130T143000.xml.gz,data-20210729T221703-structure-20161130T143000.xml.gz,False
20210728,data-20210728T031134-structure-20161130T143000.xml.gz,data-20210728T022421-structure-20161130T143000.xml.gz,data-20210728T022421-structure-20161130T143000.xml.gz,data-20210728T022421-structure-20161130T143000.xml.gz,data-20210728T224256-structure-20161130T143000.xml.gz,data-20210728T221716-structure-20161130T143000.xml.gz,data-20210728T221716-structure-20161130T143000.xml.gz,False
20210725,data-20210725T174203-structure-20161130T143000.xml.gz,data-20210725T013506-structure-20161130T143000.xml.gz,data-20210725T013506-structure-20161130T143000.xml.gz,data-20210725T013506-structure-20161130T143000.xml.gz,data-20210725T200140-structure-20161130T143000.xml.gz,data-20210725T194046-structure-20161130T143000.xml.gz,data-20210725T194046-structure-20161130T143000.xml.gz,False
20210724,data-20210724T211458-structure-20161130T143000.xml.gz,data-20210724T024811-structure-20161130T143000.xml.gz,data-20210724T024811-structure-20161130T143000.xml.gz,data-20210724T024811-structure-20161130T143000.xml.gz,data-20210724T232233-structure-20161130T143000.xml.gz,data-20210724T200051-structure-20161130T143000.xml.gz,data-20210724T200051-structure-20161130T143000.xml.gz,False
20210720,data-20210720T231735-structure-20161130T143000.xml.gz,data-20210720T020101-structure-20161130T143000.xml.gz,data-20210720T020101-structure-20161130T143000.xml.gz,data-20210720T020101-structure-20161130T143000.xml.gz,,,,False
20210719,data-20210719T214055-structure-20161130T143000.xml.gz,data-20210719T015503-structure-20161130T143000.xml.gz,data-20210719T015503-structure-20161130T143000.xml.gz,data-20210719T015503-structure-20161130T143000.xml.gz,,data-20210719T204218-structure-20161130T143000.xml.gz,data-20210719T204218-structure-20161130T143000.xml.gz,False
20210718,data-20210718T174643-structure-20161130T143000.xml.gz,data-20210718T013420-structure-20161130T143000.xml.gz,data-20210718T013420-structure-20161130T143000.xml.gz,data-20210718T013420-structure-20161130T143000.xml.gz,,data-20210718T181738-structure-20161130T143000.xml.gz,data-20210718T181738-structure-20161130T143000.xml.gz,False
20210716,data-20210716T225025-structure-20161130T143000.xml.gz,data-20210716T015736-structure-20161130T143000.xml.gz,data-20210716T015736-structure-20161130T143000.xml.gz,data-20210716T015736-structure-20161130T143000.xml.gz,,data-20210716T200440-structure-20161130T143000.xml.gz,data-20210716T200440-structure-20161130T143000.xml.gz,False
20210714,data-20210714T001857-structure-20161130T143000.xml.gz,data-20210714T021308-structure-20161130T143000.xml.gz,data-20210714T021308-structure-20161130T143000.xml.gz,data-20210714T021308-structure-20161130T143000.xml.gz,,data-20210714T201853-structure-20161130T143000.xml.gz,data-20210714T201853-structure-20161130T143000.xml.gz,False
20210713,data-20210713T001050-structure-20161130T143000.xml.gz,data-20210713T015017-structure-20161130T143000.xml.gz,data-20210713T015017-structure-20161130T143000.xml.gz,data-20210713T015017-structure-20161130T143000.xml.gz,,,,False
20210711,data-20210711T172901-structure-20161130T143000.xml.gz,data-20210711T013701-structure-20161130T143000.xml.gz,data-20210711T013701-structure-20161130T143000.xml.gz,data-20210711T013701-structure-20161130T143000.xml.gz,,data-20210711T182948-structure-20161130T143000.xml.gz,data-20210711T182948-structure-20161130T143000.xml.gz,False
20210710,data-20210710T203611-structure-20161130T143000.xml.gz,data-20210710T021807-structure-20161130T143000.xml.gz,data-20210710T021807-structure-20161130T143000.xml.gz,data-20210710T021807-structure-20161130T143000.xml.gz,,data-20210710T184015-structure-20161130T143000.xml.gz,data-20210710T184015-structure-20161130T143000.xml.gz,False
20210709,data-20210709T233552-structure-20161130T143000.xml.gz,,,,,data-20210709T194806-structure-20161130T143000.xml.gz,data-20210709T194806-structure-20161130T143000.xml.gz,False
20210626,data-20210626T195756-structure-20161130T143000.xml.gz,data-20210626T015323-structure-20161130T143000.xml.gz,data-20210626T015323-structure-20161130T143000.xml.gz,data-20210626T015323-structure-20161130T143000.xml.gz,,data-20210626T172636-structure-20161130T143000.xml.gz,data-20210626T172636-structure-20161130T143000.xml.gz,False
20210625,data-20210625T001530-structure-20161130T143000.xml.gz,data-20210625T020442-structure-20161130T143000.xml.gz,data-20210625T020442-structure-20161130T143000.xml.gz,data-20210625T020442-structure-20161130T143000.xml.gz,,data-20210625T183800-structure-20161130T143000.xml.gz,data-20210625T183800-structure-20161130T143000.xml.gz,False
20210623,data-20210623T212344-structure-20161130T143000.xml.gz,data-20210623T020037-structure-20161130T143000.xml.gz,data-20210623T020037-structure-20161130T143000.xml.gz,data-20210623T020037-structure-20161130T143000.xml.gz,,data-20210623T204727-structure-20161130T143000.xml.gz,data-20210623T204727-structure-20161130T143000.xml.gz,False
20210622,data-20210622T231039-structure-20161130T143000.xml.gz,data-20210622T014526-structure-20161130T143000.xml.gz,data-20210622T014526-structure-20161130T143000.xml.gz,data-20210622T014526-structure-20161130T143000.xml.gz,,,,False
20210621,data-20210621T215127-structure-20161130T143000.xml.gz,data-20210621T014606-structure-20161130T143000.xml.gz,data-20210621T014606-structure-20161130T143000.xml.gz,data-20210621T014606-structure-20161130T143000.xml.gz,,data-20210621T185312-structure-20161130T143000.xml.gz,data-20210621T185312-structure-20161130T143000.xml.gz,False
20210620,data-20210620T165844-structure-20161130T143000.xml.gz,data-20210620T013011-structure-20161130T143000.xml.gz,data-20210620T013011-structure-20161130T143000.xml.gz,data-20210620T013011-structure-20161130T143000.xml.gz,,data-20210620T171353-structure-20161130T143000.xml.gz,data-20210620T171353-structure-20161130T143000.xml.gz,False
20210618,data-20210618T204755-structure-20161130T143000.xml.gz,data-20210618T015012-structure-20161130T143000.xml.gz,data-20210618T015012-structure-20161130T143000.xml.gz,data-20210618T015012-structure-20161130T143000.xml.gz,,data-20210618T184147-structure-20161130T143000.xml.gz,data-20210618T184147-structure-20161130T143000.xml.gz,False
20210617,data-20210617T224918-structure-20161130T143000.xml.gz,data-20210617T014707-structure-20161130T143000.xml.gz,data-20210617T014707-structure-20161130T143000.xml.gz,data-20210617T014707-structure-20161130T143000.xml.gz,,data-20210617T184250-structure-20161130T143000.xml.gz,data-20210617T184250-structure-20161130T143000.xml.gz,False
20210616,data-20210616T230531-structure-20161130T143000.xml.gz,data-20210616T015520-structure-20161130T143000.xml.gz,data-20210616T015520-structure-20161130T143000.xml.gz,data-20210616T015520-structure-20161130T143000.xml.gz,,data-20210616T193236-structure-20161130T143000.xml.gz,data-20210616T193236-structure-20161130T143000.xml.gz,False
20210615,data-20210615T225352-structure-20161130T143000.xml.gz,,,,,data-20210615T203336-structure-20161130T143000.xml.gz,data-20210615T203336-structure-20161130T143000.xml.gz,False
20210614,data-20210614T195252-structure-20161130T143000.xml.gz,data-20210614T014522-structure-20161130T143000.xml.gz,data-20210614T014522-structure-20161130T143000.xml.gz,data-20210614T014522-structure-20161130T143000.xml.gz,,data-20210614T183534-structure-20161130T143000.xml.gz,data-20210614T183534-structure-20161130T143000.xml.gz,False
20210609,data-20210609T233147-structure-20161130T143000.xml.gz,data-20210609T015947-structure-20161130T143000.xml.gz,data-20210609T015947-structure-20161130T143000.xml.gz,data-20210609T015947-structure-20161130T143000.xml.gz,,data-20210609T194251-structure-20161130T143000.xml.gz,data-20210609T194251-structure-20161130T143000.xml.gz,False
20210607,data-20210607T220558-structure-20161130T143000.xml.gz,data-20210607T014011-structure-20161130T143000.xml.gz,data-20210607T014011-structure-20161130T143000.xml.gz,data-20210607T014011-structure-20161130T143000.xml.gz,,data-20210607T194240-structure-20161130T143000.xml.gz,data-20210607T194240-structure-20161130T143000.xml.gz,False
